user_id,country,monthly_income,monthly_expenses,savings,risk_level,goal
4029,Kenya,122,72,88,medium,start a small business
4030,Ghana,141,70,97,high,educate children
4031,Nigeria,91,63,35,medium,buy land
4032,Nigeria,84,43,70,medium,educate children
4033,Kenya,196,142,85,medium,start a small business
4034,Kenya,195,173,32,high,save for emergencies
4035,Uganda,167,141,51,high,buy land
4036,Nigeria,277,192,104,medium,save for emergencies
4037,Kenya,238,135,106,low,educate children
4038,Uganda,162,140,44,high,invest in farming
4039,South Africa,167,128,66,medium,invest in farming
4040,South Africa,126,105,46,low,start a small business
4041,Ghana,212,153,87,medium,buy land
4042,Uganda,56,45,50,high,educate children
4043,Nigeria,89,53,77,low,buy land
4044,South Africa,98,58,89,low,educate children
4045,Nigeria,50,30,22,high,save for emergencies
4046,Uganda,124,102,58,low,start a small business
4047,South Africa,154,78,77,medium,save for emergencies
4048,Uganda,265,165,141,low,invest in farming
4049,Ghana,97,91,16,medium,invest in farming
4050,Kenya,154,118,82,medium,educate children
4051,Uganda,290,193,133,low,save for emergencies
4052,Nigeria,191,167,29,high,invest in farming
4053,South Africa,235,156,95,medium,save for emergencies
4054,Nigeria,217,200,58,low,buy land
4055,South Africa,136,75,61,medium,educate children
4056,South Africa,164,86,101,low,buy land
4057,South Africa,57,38,35,high,save for emergencies
4058,Ghana,258,148,112,medium,save for emergencies
4059,Uganda,247,137,157,medium,invest in farming
4060,Kenya,165,94,118,medium,educate children
4061,Ghana,32,16,24,low,save for emergencies
4062,Ghana,147,98,65,medium,invest in farming
4063,Kenya,63,39,36,low,invest in farming
4064,Kenya,98,89,21,low,buy land
4065,Kenya,286,231,101,medium,save for emergencies
4066,Kenya,289,153,163,high,buy land
4067,Ghana,155,82,99,low,educate children
4068,Ghana,277,149,175,low,invest in farming
4069,Nigeria,203,174,59,medium,buy land
4070,Kenya,172,156,51,high,save for emergencies
4071,Kenya,141,83,60,low,invest in farming
4072,South Africa,139,118,23,low,save for emergencies
4073,South Africa,115,75,74,medium,buy land
4074,Uganda,39,27,44,medium,save for emergencies
4075,Nigeria,141,107,57,medium,start a small business
4076,Kenya,197,151,90,low,invest in farming
4077,Ghana,219,207,15,low,educate children
4078,South Africa,62,43,54,low,save for emergencies
4079,South Africa,211,123,130,low,start a small business
4080,Ghana,297,158,144,low,buy land
4081,Nigeria,285,153,158,low,invest in farming
4082,Ghana,288,146,161,low,educate children
4083,South Africa,185,114,118,medium,start a small business
4084,South Africa,224,153,94,high,save for emergencies
4085,South Africa,136,107,34,low,invest in farming
4086,Nigeria,184,112,115,medium,educate children
4087,Ghana,269,247,34,medium,educate children
4088,Uganda,64,46,39,high,start a small business
4089,South Africa,175,117,103,medium,save for emergencies
4090,Nigeria,66,53,26,low,save for emergencies
4091,Kenya,261,189,94,medium,invest in farming
4092,South Africa,140,129,39,low,buy land
4093,Kenya,59,47,37,high,educate children
4094,Kenya,241,157,102,medium,invest in farming
4095,Kenya,56,52,43,medium,educate children
4096,Nigeria,244,214,44,medium,educate children
4097,South Africa,288,153,149,medium,save for emergencies
4098,Kenya,149,90,77,low,start a small business
4099,Nigeria,40,35,9,high,educate children
4100,Uganda,43,38,30,high,start a small business
4101,South Africa,101,54,53,high,educate children
4102,Ghana,45,35,46,low,educate children
4103,Uganda,85,45,75,high,educate children
4104,South Africa,77,54,69,low,educate children
4105,Uganda,67,37,77,low,educate children
4106,Kenya,150,122,37,medium,save for emergencies
4107,Kenya,262,166,124,medium,buy land
4108,Uganda,33,27,47,low,buy land
4109,Ghana,284,241,92,high,invest in farming
4110,Ghana,266,145,166,high,start a small business
4111,Nigeria,284,223,93,low,invest in farming
4112,Nigeria,98,54,81,high,invest in farming
4113,Kenya,96,59,72,high,buy land
4114,South Africa,65,32,63,medium,start a small business
4115,Nigeria,178,115,89,medium,buy land
4116,Nigeria,101,86,46,medium,start a small business
4117,South Africa,46,29,59,low,save for emergencies
4118,South Africa,97,84,50,medium,save for emergencies
4119,Nigeria,125,72,53,high,educate children
4120,Nigeria,209,127,124,high,educate children
4121,Kenya,37,30,33,high,save for emergencies
4122,Kenya,175,102,74,low,invest in farming
4123,Nigeria,34,18,18,high,save for emergencies
4124,South Africa,248,204,59,high,buy land
4125,Kenya,99,55,93,high,educate children
4126,South Africa,171,122,88,low,buy land
4127,Kenya,236,164,119,medium,start a small business
4128,Uganda,72,62,38,low,start a small business
4129,Uganda,157,134,59,medium,start a small business
4130,Kenya,250,220,35,medium,educate children
4131,South Africa,99,91,11,high,buy land
4132,Kenya,85,70,39,high,educate children
4133,Nigeria,166,85,106,medium,save for emergencies
4134,Nigeria,205,144,87,medium,buy land
4135,Nigeria,129,95,34,low,invest in farming
4136,South Africa,86,58,75,high,buy land
4137,South Africa,247,226,21,low,invest in farming
4138,Kenya,185,144,49,high,save for emergencies
4139,Uganda,216,129,94,medium,save for emergencies
4140,Uganda,279,187,133,high,buy land
4141,South Africa,240,144,133,low,save for emergencies
4142,Ghana,181,113,86,high,save for emergencies
4143,South Africa,95,60,66,medium,save for emergencies
4144,Nigeria,135,98,64,medium,invest in farming
4145,South Africa,205,140,104,low,buy land
4146,Ghana,71,49,61,medium,invest in farming
4147,Kenya,233,123,124,high,start a small business
4148,Uganda,72,54,63,low,invest in farming
4149,Uganda,239,218,69,medium,invest in farming
4150,Uganda,144,98,54,medium,save for emergencies
4151,Uganda,196,162,40,high,buy land
4152,Kenya,100,56,51,low,buy land
4153,Uganda,96,57,88,medium,buy land
4154,Uganda,242,173,105,medium,buy land
4155,Kenya,116,84,53,low,educate children
4156,Ghana,278,165,161,medium,invest in farming
4157,Nigeria,33,23,32,low,educate children
4158,Nigeria,205,184,62,high,educate children
4159,Kenya,288,234,56,low,start a small business
4160,Kenya,220,190,60,low,educate children
4161,South Africa,167,131,57,medium,save for emergencies
4162,Nigeria,155,97,93,medium,start a small business
4163,Kenya,259,204,79,high,educate children
4164,Ghana,49,40,57,medium,educate children
4165,Kenya,164,110,101,low,save for emergencies
4166,Kenya,298,151,148,low,invest in farming
4167,Kenya,45,27,23,high,invest in farming
4168,Nigeria,162,136,32,high,invest in farming
4169,Kenya,61,46,27,low,buy land
4170,South Africa,54,47,27,low,start a small business
4171,Kenya,185,149,55,high,buy land
4172,South Africa,239,178,99,medium,start a small business
4173,Nigeria,86,53,49,low,invest in farming
4174,Ghana,281,257,71,medium,buy land
4175,South Africa,141,115,31,medium,invest in farming
4176,South Africa,220,187,80,medium,save for emergencies
4177,Kenya,42,35,50,medium,buy land
4178,Kenya,134,98,61,high,save for emergencies
4179,Uganda,271,187,97,low,start a small business
4180,Uganda,209,139,77,medium,start a small business
4181,South Africa,197,183,35,medium,start a small business
4182,Nigeria,45,31,38,low,save for emergencies
4183,Ghana,60,50,36,low,invest in farming
4184,Uganda,110,87,53,high,invest in farming
4185,Nigeria,263,220,63,high,educate children
4186,Ghana,65,32,36,low,educate children
4187,South Africa,161,88,102,low,save for emergencies
4188,Kenya,144,116,31,low,invest in farming
4189,Ghana,266,155,126,low,buy land
4190,Kenya,51,29,29,high,start a small business
4191,South Africa,259,235,39,medium,buy land
4192,Uganda,237,124,113,medium,educate children
4193,Ghana,294,228,110,high,buy land
4194,Nigeria,204,168,59,medium,invest in farming
4195,South Africa,295,219,88,high,buy land
4196,Ghana,192,149,65,low,invest in farming
4197,Nigeria,267,203,79,low,invest in farming
4198,Ghana,268,202,110,high,invest in farming
4199,Uganda,35,28,11,high,invest in farming
4200,Kenya,136,106,50,low,save for emergencies
4201,Ghana,197,179,65,high,educate children
4202,Nigeria,41,36,41,medium,buy land
4203,Ghana,36,31,54,high,buy land
4204,Uganda,94,84,12,high,save for emergencies
4205,Nigeria,200,176,71,low,save for emergencies
4206,Ghana,284,223,77,low,save for emergencies
4207,Kenya,238,179,69,high,invest in farming
4208,Ghana,113,65,76,medium,educate children
4209,Ghana,145,84,104,high,educate children
4210,South Africa,76,64,37,high,save for emergencies
4211,Ghana,106,64,85,medium,educate children
4212,Kenya,185,93,128,high,save for emergencies
4213,Uganda,86,76,32,low,educate children
4214,South Africa,87,71,50,medium,buy land
4215,Nigeria,104,84,30,medium,start a small business
4216,Uganda,107,61,84,low,start a small business
4217,Ghana,96,76,38,high,save for emergencies
4218,Nigeria,193,166,54,low,invest in farming
4219,Uganda,201,181,24,high,save for emergencies
4220,Kenya,244,207,62,medium,invest in farming
4221,Nigeria,135,78,96,low,save for emergencies
4222,Kenya,48,38,10,medium,save for emergencies
4223,South Africa,175,136,68,low,save for emergencies
4224,Nigeria,95,51,72,high,educate children
4225,Kenya,123,102,25,low,invest in farming
4226,Ghana,108,73,42,low,educate children
4227,Uganda,188,105,103,medium,buy land
4228,Kenya,120,103,42,low,educate children
4229,Kenya,197,162,49,low,buy land
4230,Uganda,143,71,82,medium,buy land
4231,Ghana,84,43,41,high,start a small business
4232,Ghana,201,115,107,medium,invest in farming
4233,Nigeria,175,133,58,high,save for emergencies
4234,Kenya,39,21,38,high,save for emergencies
4235,Uganda,163,147,56,low,educate children
4236,South Africa,200,184,28,low,invest in farming
4237,Ghana,47,26,42,medium,start a small business
4238,Uganda,69,46,32,low,educate children
4239,Uganda,95,86,14,low,invest in farming
4240,Ghana,266,219,92,medium,invest in farming
4241,South Africa,178,150,37,low,educate children
4242,Kenya,136,80,67,low,start a small business
4243,Kenya,38,22,54,low,save for emergencies
4244,Kenya,147,106,79,low,buy land
4245,Nigeria,90,49,55,high,buy land
4246,South Africa,80,47,81,high,buy land
4247,Nigeria,74,60,41,high,educate children
4248,Uganda,136,94,42,high,buy land
4249,Ghana,91,82,34,medium,start a small business
4250,Kenya,150,98,90,low,save for emergencies
4251,Nigeria,123,107,63,medium,save for emergencies
4252,Kenya,150,87,99,medium,educate children
4253,South Africa,192,114,91,high,invest in farming
4254,Uganda,205,187,34,high,educate children
4255,Kenya,202,119,119,medium,buy land
4256,Ghana,95,57,82,medium,start a small business
4257,Ghana,116,67,51,high,buy land
4258,South Africa,288,167,144,medium,educate children
4259,Uganda,46,30,25,low,educate children
4260,Kenya,201,122,84,high,invest in farming
4261,South Africa,223,131,126,medium,educate children
4262,Uganda,58,35,51,low,invest in farming
4263,Ghana,82,63,51,medium,buy land
4264,South Africa,105,97,55,low,save for emergencies
4265,Nigeria,39,33,29,medium,buy land
4266,Uganda,247,169,119,low,start a small business
4267,South Africa,281,178,105,high,start a small business
4268,Nigeria,35,21,22,high,buy land
4269,Nigeria,65,58,9,high,invest in farming
4270,South Africa,262,218,65,high,buy land
4271,South Africa,235,158,121,low,buy land
4272,Kenya,73,62,43,medium,start a small business
4273,Uganda,122,79,61,high,save for emergencies
4274,Uganda,112,68,69,high,start a small business
4275,Ghana,50,28,23,high,start a small business
4276,Uganda,204,131,99,medium,educate children
4277,South Africa,100,69,80,medium,educate children
4278,Kenya,124,84,52,high,buy land
4279,Ghana,161,93,87,medium,educate children
4280,Kenya,42,23,44,medium,save for emergencies
4281,Nigeria,253,203,96,low,save for emergencies
4282,Kenya,119,82,85,medium,start a small business
4283,Kenya,64,45,21,high,save for emergencies
4284,Nigeria,242,146,98,high,educate children
4285,Kenya,208,143,68,medium,educate children
4286,Kenya,193,146,89,high,buy land
4287,South Africa,286,246,86,medium,save for emergencies
4288,South Africa,145,123,32,medium,buy land
4289,Ghana,171,130,52,low,save for emergencies
4290,Uganda,267,142,148,low,start a small business
4291,Kenya,90,62,49,low,educate children
4292,Nigeria,166,99,104,high,invest in farming
4293,Uganda,157,135,34,medium,buy land
4294,Ghana,207,108,119,low,start a small business
4295,Ghana,65,38,62,high,save for emergencies
4296,Ghana,43,33,38,medium,educate children
4297,Kenya,79,43,43,low,start a small business
4298,Ghana,139,73,89,low,buy land
4299,Ghana,55,32,38,low,buy land
4300,Uganda,89,79,21,high,save for emergencies
4301,Ghana,104,54,93,low,invest in farming
4302,Ghana,258,134,142,high,start a small business
4303,South Africa,47,38,31,high,save for emergencies
4304,South Africa,200,172,30,high,invest in farming
4305,Kenya,155,114,44,high,start a small business
4306,Ghana,233,159,104,medium,start a small business
4307,South Africa,246,202,85,medium,save for emergencies
4308,Nigeria,211,182,41,high,buy land
4309,Uganda,228,189,75,low,buy land
4310,Nigeria,271,138,134,medium,buy land
4311,Kenya,256,171,87,high,buy land
4312,Nigeria,225,187,56,low,save for emergencies
4313,Uganda,286,159,142,low,buy land
4314,Nigeria,38,27,19,medium,educate children
4315,Ghana,169,124,59,high,invest in farming
4316,South Africa,296,155,172,low,invest in farming
4317,Kenya,163,133,49,medium,educate children
4318,Uganda,101,92,42,high,buy land
4319,Kenya,146,91,61,low,buy land
4320,Kenya,239,158,94,high,educate children
4321,Nigeria,132,118,49,low,invest in farming
4322,Kenya,238,155,126,high,invest in farming
4323,Ghana,138,125,40,high,start a small business
4324,Kenya,79,58,61,high,start a small business
4325,Ghana,56,35,52,high,educate children
4326,Uganda,286,159,135,low,save for emergencies
4327,Nigeria,61,42,27,medium,educate children
4328,Nigeria,59,48,48,medium,buy land
4329,Uganda,30,26,8,medium,buy land
4330,Nigeria,92,80,47,medium,invest in farming
4331,Uganda,230,208,45,low,buy land
4332,South Africa,161,147,38,high,invest in farming
4333,Ghana,231,213,24,high,buy land
4334,Kenya,263,143,123,medium,educate children
4335,Kenya,72,60,47,low,save for emergencies
4336,Uganda,171,156,46,low,save for emergencies
4337,Kenya,56,37,55,high,invest in farming
4338,Nigeria,244,192,63,low,invest in farming
4339,South Africa,182,157,50,medium,save for emergencies
4340,South Africa,289,249,75,low,start a small business
4341,Nigeria,108,85,51,low,educate children
4342,Nigeria,275,152,169,medium,buy land
4343,Nigeria,186,143,60,medium,invest in farming
4344,Nigeria,201,115,86,high,start a small business
4345,Uganda,269,135,148,low,invest in farming
4346,South Africa,132,93,39,high,save for emergencies
4347,Ghana,34,26,29,high,start a small business
4348,Uganda,129,109,32,high,invest in farming
4349,Ghana,115,88,42,high,buy land
4350,Uganda,80,54,71,high,start a small business
4351,Uganda,135,119,27,low,start a small business
4352,Uganda,110,95,64,low,start a small business
4353,Kenya,249,194,63,low,start a small business
4354,Kenya,183,102,87,medium,educate children
4355,Kenya,75,51,61,high,invest in farming
4356,Nigeria,178,102,77,high,buy land
4357,Ghana,156,147,45,low,educate children
4358,Uganda,291,270,59,high,start a small business
4359,Kenya,66,46,56,low,buy land
4360,Kenya,37,24,25,low,educate children
4361,South Africa,136,95,58,low,start a small business
4362,Uganda,112,93,50,high,educate children
4363,Kenya,223,187,58,low,invest in farming
4364,Uganda,249,181,78,high,save for emergencies
4365,Ghana,223,140,99,medium,educate children
4366,Uganda,133,99,71,high,save for emergencies
4367,Nigeria,156,146,57,medium,start a small business
4368,Uganda,208,183,37,medium,invest in farming
4369,South Africa,60,49,49,high,save for emergencies
4370,Kenya,92,68,71,low,start a small business
4371,Ghana,90,56,47,high,save for emergencies
4372,South Africa,109,69,52,high,buy land
4373,Nigeria,250,133,142,low,start a small business
4374,Nigeria,57,36,33,medium,invest in farming
4375,Nigeria,193,104,135,medium,invest in farming
4376,Uganda,105,83,59,medium,buy land
4377,Kenya,279,195,99,low,buy land
4378,Kenya,113,87,48,low,start a small business
4379,Nigeria,195,168,45,medium,invest in farming
4380,Ghana,187,150,70,high,save for emergencies
4381,Ghana,107,74,76,medium,educate children
4382,South Africa,281,262,33,medium,educate children
4383,Kenya,189,170,39,low,buy land
4384,Ghana,142,110,64,low,invest in farming
4385,Nigeria,282,197,111,medium,buy land
4386,Uganda,256,143,140,high,educate children
4387,Uganda,140,70,110,low,buy land
4388,Nigeria,77,68,44,high,buy land
4389,Uganda,137,100,69,medium,start a small business
4390,South Africa,157,100,79,medium,educate children
4391,Ghana,247,152,119,medium,start a small business
4392,South Africa,74,52,60,high,start a small business
4393,Ghana,269,178,104,high,buy land
4394,Uganda,145,84,80,high,save for emergencies
4395,Kenya,82,44,71,high,buy land
4396,Nigeria,278,249,58,medium,invest in farming
4397,South Africa,208,150,83,medium,save for emergencies
4398,South Africa,121,79,52,high,save for emergencies
4399,Uganda,231,175,78,high,invest in farming
4400,Nigeria,240,201,87,high,educate children
4401,Ghana,163,146,40,medium,educate children
4402,Ghana,57,48,53,medium,educate children
4403,Ghana,143,81,71,low,educate children
4404,South Africa,88,45,57,high,start a small business
4405,South Africa,260,234,62,medium,buy land
4406,Nigeria,228,133,128,high,educate children
4407,Uganda,64,33,52,medium,buy land
4408,South Africa,48,27,44,low,educate children
4409,Nigeria,211,143,84,low,buy land
4410,Uganda,176,135,75,low,buy land
4411,Kenya,204,148,101,medium,buy land
4412,Ghana,132,122,44,medium,buy land
4413,Nigeria,174,128,92,low,save for emergencies
4414,Kenya,58,34,40,high,save for emergencies
4415,Nigeria,43,38,41,medium,buy land
4416,South Africa,218,147,102,medium,educate children
4417,South Africa,65,49,52,low,buy land
4418,Kenya,43,39,34,low,save for emergencies
4419,South Africa,131,81,68,medium,educate children
4420,Uganda,73,39,81,medium,start a small business
4421,South Africa,86,53,54,low,invest in farming
4422,Ghana,161,151,55,low,educate children
4423,Kenya,296,178,128,low,educate children
4424,Ghana,149,129,57,medium,buy land
4425,Uganda,274,157,162,high,save for emergencies
4426,Uganda,123,70,78,high,start a small business
4427,Ghana,165,89,83,low,educate children
4428,Kenya,280,155,165,low,educate children
4429,Uganda,116,69,73,low,invest in farming
4430,Nigeria,270,161,110,high,educate children
4431,Nigeria,138,101,62,medium,educate children
4432,South Africa,249,206,85,medium,invest in farming
4433,Kenya,98,81,36,medium,educate children
4434,Kenya,266,140,163,low,save for emergencies
4435,Uganda,218,189,72,low,save for emergencies
4436,Kenya,96,73,53,low,educate children
4437,Nigeria,72,62,55,low,invest in farming
4438,Kenya,229,148,119,low,start a small business
4439,Uganda,249,174,78,medium,invest in farming
4440,Ghana,150,125,29,medium,educate children
4441,Uganda,258,148,133,low,educate children
4442,Uganda,193,129,108,low,educate children
4443,Ghana,155,130,58,medium,invest in farming
4444,Nigeria,175,141,83,high,buy land
4445,Uganda,101,76,39,low,buy land
4446,South Africa,202,113,104,low,save for emergencies
4447,South Africa,243,204,51,high,educate children
4448,Nigeria,49,25,58,medium,educate children
4449,Ghana,176,132,80,high,save for emergencies
4450,Uganda,35,30,8,medium,start a small business
4451,Uganda,272,190,120,medium,buy land
4452,South Africa,257,161,122,high,buy land
4453,Uganda,292,276,62,low,start a small business
4454,Ghana,254,128,167,low,buy land
4455,Ghana,53,40,43,low,buy land
4456,Ghana,171,138,46,medium,start a small business
4457,Ghana,110,72,57,high,buy land
4458,Nigeria,237,157,118,high,buy land
4459,Ghana,153,102,96,high,buy land
4460,South Africa,209,166,52,high,buy land
4461,Nigeria,78,55,40,low,invest in farming
4462,Nigeria,145,94,84,low,educate children
4463,Kenya,219,162,76,medium,educate children
4464,Kenya,52,34,52,low,educate children
4465,South Africa,96,81,47,low,save for emergencies
4466,Nigeria,75,53,66,high,educate children
4467,Ghana,176,102,87,high,start a small business
4468,South Africa,270,152,123,medium,educate children
4469,Ghana,56,29,59,low,start a small business
4470,South Africa,268,146,123,low,buy land
4471,South Africa,85,79,46,high,start a small business
4472,Ghana,57,34,40,low,educate children
4473,Kenya,213,146,102,low,invest in farming
4474,Kenya,70,38,75,medium,start a small business
4475,Kenya,289,231,77,high,start a small business
4476,Uganda,75,67,31,medium,save for emergencies
4477,Nigeria,36,27,21,low,invest in farming
4478,South Africa,165,136,33,medium,educate children
4479,South Africa,201,112,117,medium,invest in farming
4480,Uganda,107,84,72,low,educate children
4481,Nigeria,56,51,29,medium,invest in farming
4482,Nigeria,225,132,110,low,educate children
4483,Uganda,82,64,25,high,educate children
4484,Kenya,57,48,24,medium,start a small business
4485,Ghana,281,257,39,medium,invest in farming
4486,Uganda,64,48,24,medium,save for emergencies
4487,Ghana,278,237,69,low,buy land
4488,Nigeria,169,131,59,high,buy land
4489,Nigeria,277,186,105,high,start a small business
4490,Kenya,93,53,61,low,invest in farming
4491,Nigeria,54,28,34,low,invest in farming
4492,Kenya,227,206,35,medium,start a small business
4493,South Africa,44,39,11,medium,start a small business
4494,Uganda,104,91,50,high,start a small business
4495,Nigeria,197,163,81,low,start a small business
4496,Kenya,68,43,68,low,educate children
4497,Ghana,164,120,47,high,start a small business
4498,Kenya,76,68,32,low,save for emergencies
4499,Uganda,42,38,24,low,educate children
4500,Uganda,94,82,61,medium,save for emergencies
4501,Nigeria,37,33,24,high,educate children
4502,Kenya,72,55,37,low,save for emergencies
4503,Uganda,184,110,96,medium,invest in farming
4504,Kenya,144,121,65,low,buy land
4505,Nigeria,128,103,66,low,save for emergencies
4506,South Africa,141,74,107,medium,educate children
4507,Nigeria,101,60,56,high,buy land
4508,Kenya,260,240,43,low,educate children
4509,Nigeria,282,225,79,high,save for emergencies
4510,Kenya,78,46,38,high,educate children
4511,Kenya,251,201,72,low,start a small business
4512,Uganda,186,130,92,low,educate children
4513,Kenya,190,123,116,medium,invest in farming
4514,Ghana,108,76,73,low,educate children
4515,Ghana,160,124,43,low,educate children
4516,Nigeria,31,23,56,low,save for emergencies
4517,Kenya,280,189,135,medium,educate children
4518,Uganda,137,87,70,medium,invest in farming
4519,South Africa,101,76,71,low,invest in farming
4520,Nigeria,152,81,115,high,save for emergencies
4521,Uganda,112,73,39,low,educate children
4522,Kenya,135,95,70,medium,save for emergencies
4523,South Africa,136,103,51,medium,save for emergencies
4524,Uganda,291,153,157,high,start a small business
4525,Nigeria,231,151,106,low,buy land
4526,Nigeria,42,29,14,low,start a small business
4527,Nigeria,114,89,48,low,educate children
4528,Ghana,274,180,135,low,invest in farming
4529,South Africa,38,20,47,low,save for emergencies
4530,Ghana,267,207,102,medium,invest in farming
4531,Kenya,110,90,32,high,save for emergencies
4532,Uganda,45,22,67,medium,start a small business
4533,South Africa,168,153,34,low,save for emergencies
4534,Ghana,265,194,107,low,invest in farming
4535,Uganda,134,92,53,high,buy land
4536,Ghana,123,88,61,high,educate children
4537,South Africa,162,107,82,high,buy land
4538,Nigeria,145,120,66,low,invest in farming
4539,Nigeria,30,20,37,low,save for emergencies
4540,South Africa,269,191,92,medium,invest in farming
4541,Nigeria,212,186,51,low,buy land
4542,South Africa,106,85,45,high,buy land
4543,Uganda,291,167,153,low,start a small business
4544,Kenya,235,170,87,medium,save for emergencies
4545,South Africa,296,158,150,medium,save for emergencies
4546,Nigeria,297,200,131,high,start a small business
4547,Uganda,276,173,119,medium,invest in farming
4548,Ghana,57,49,45,high,buy land
4549,South Africa,292,160,163,medium,buy land
4550,Nigeria,168,107,63,medium,invest in farming
4551,Kenya,279,204,88,high,educate children
4552,Uganda,42,32,21,high,start a small business
4553,Kenya,111,63,96,medium,educate children
4554,Kenya,242,168,122,low,educate children
4555,Kenya,69,44,48,high,educate children
4556,Ghana,255,198,100,medium,buy land
4557,South Africa,274,169,127,medium,save for emergencies
4558,South Africa,83,54,42,medium,invest in farming
4559,Kenya,151,134,55,high,invest in farming
4560,South Africa,119,84,35,medium,invest in farming
4561,Ghana,273,156,134,low,educate children
4562,Ghana,170,108,91,high,educate children
4563,Uganda,140,113,73,low,start a small business
4564,Kenya,79,52,32,medium,save for emergencies
4565,Nigeria,105,71,56,high,start a small business
4566,South Africa,187,122,102,high,educate children
4567,Kenya,123,101,51,medium,invest in farming
4568,Nigeria,86,78,56,medium,start a small business
4569,Nigeria,127,78,72,medium,start a small business
4570,Nigeria,107,78,36,high,start a small business
4571,South Africa,299,179,121,medium,educate children
4572,South Africa,97,48,68,medium,save for emergencies
4573,Nigeria,197,122,99,high,save for emergencies
4574,South Africa,160,148,49,low,buy land
4575,Kenya,292,265,45,medium,save for emergencies
4576,Kenya,260,164,135,medium,save for emergencies
4577,Ghana,190,127,76,low,educate children
4578,South Africa,67,42,52,low,buy land
4579,Ghana,129,101,43,high,save for emergencies
4580,Nigeria,153,96,84,medium,invest in farming
4581,Ghana,284,238,51,medium,start a small business
4582,Uganda,198,113,128,high,start a small business
4583,Ghana,76,51,26,low,start a small business
4584,Kenya,186,96,115,medium,start a small business
4585,South Africa,144,83,62,low,start a small business
4586,Kenya,174,121,62,low,save for emergencies
4587,South Africa,243,225,60,low,invest in farming
4588,Uganda,50,39,45,high,save for emergencies
4589,Kenya,155,136,62,high,invest in farming
4590,Nigeria,276,142,172,medium,save for emergencies
4591,South Africa,230,132,118,high,start a small business
4592,South Africa,101,93,41,high,buy land
4593,Uganda,103,91,35,medium,educate children
4594,Nigeria,181,127,97,medium,start a small business
4595,Nigeria,214,165,97,low,invest in farming
4596,Ghana,239,141,119,low,buy land
4597,Nigeria,72,53,58,low,buy land
4598,South Africa,198,145,91,high,educate children
4599,South Africa,49,36,57,high,buy land
4600,Nigeria,222,178,67,medium,educate children
4601,Kenya,257,163,138,medium,educate children
4602,South Africa,57,53,26,medium,educate children
4603,Uganda,236,153,109,low,buy land
4604,Uganda,67,35,67,low,educate children
4605,South Africa,231,208,63,high,buy land
4606,Uganda,283,178,133,high,educate children
4607,Ghana,216,150,104,medium,save for emergencies
4608,South Africa,143,74,73,high,educate children
4609,South Africa,97,83,58,medium,save for emergencies
4610,Uganda,182,168,24,high,start a small business
4611,Ghana,186,126,81,medium,save for emergencies
4612,Kenya,55,37,53,medium,educate children
4613,Uganda,218,124,131,low,educate children
4614,Ghana,88,75,18,high,invest in farming
4615,Kenya,165,108,63,high,educate children
4616,Uganda,149,119,70,high,buy land
4617,Uganda,54,48,23,low,educate children
4618,South Africa,41,32,47,high,buy land
4619,Kenya,295,220,108,medium,start a small business
4620,South Africa,131,105,70,low,save for emergencies
4621,Uganda,166,145,33,low,educate children
4622,Kenya,171,157,21,low,buy land
4623,Nigeria,196,137,61,high,buy land
4624,Uganda,140,109,63,medium,buy land
4625,Ghana,48,25,36,high,invest in farming
4626,Kenya,79,57,47,medium,start a small business
4627,Nigeria,110,82,46,medium,buy land
4628,South Africa,278,157,153,low,start a small business
4629,South Africa,36,30,48,medium,invest in farming
4630,South Africa,98,78,68,high,save for emergencies
4631,Nigeria,215,114,142,low,save for emergencies
4632,Ghana,233,157,88,low,start a small business
4633,Nigeria,183,108,116,high,educate children
4634,Uganda,80,59,36,high,save for emergencies
4635,Kenya,32,29,29,medium,save for emergencies
4636,South Africa,285,239,90,low,save for emergencies
4637,South Africa,179,111,116,medium,start a small business
4638,Uganda,272,189,123,low,educate children
4639,Uganda,89,52,60,high,start a small business
4640,Uganda,262,240,37,medium,start a small business
4641,Uganda,92,70,47,low,invest in farming
4642,Kenya,206,165,85,high,educate children
4643,Nigeria,102,65,75,medium,educate children
4644,South Africa,254,191,67,high,educate children
4645,Kenya,38,30,13,low,buy land
4646,Nigeria,202,126,103,medium,buy land
4647,Ghana,163,107,93,medium,save for emergencies
4648,South Africa,225,186,59,high,invest in farming
4649,Uganda,59,46,47,medium,start a small business
4650,Kenya,219,120,125,low,invest in farming
4651,Uganda,59,49,47,low,save for emergencies
4652,South Africa,89,81,47,high,start a small business
4653,Ghana,172,103,97,high,educate children
4654,Nigeria,141,107,54,medium,save for emergencies
4655,Uganda,174,104,106,low,start a small business
4656,Ghana,195,108,97,high,start a small business
4657,South Africa,273,248,44,high,invest in farming
4658,Nigeria,230,115,117,low,save for emergencies
4659,South Africa,284,204,100,low,educate children
4660,South Africa,52,34,36,low,invest in farming
4661,Kenya,116,84,58,medium,educate children
4662,Nigeria,56,41,48,medium,start a small business
4663,South Africa,252,221,80,medium,buy land
4664,South Africa,177,127,84,high,save for emergencies
4665,South Africa,215,137,115,medium,buy land
4666,Uganda,70,43,35,high,start a small business
4667,South Africa,220,188,44,medium,start a small business
4668,Ghana,61,31,55,high,invest in farming
4669,South Africa,171,122,82,low,buy land
4670,Nigeria,165,102,108,high,start a small business
4671,Ghana,72,59,40,low,educate children
4672,Uganda,75,42,52,medium,invest in farming
